Restaurant ID,Restaurant,country,City,Address,Locality,Cuisines,Average Cost for two,Table booking,Online delivery,delivering now,rating,Rating color,Rating text,Votes,Price Range
845,Milan Food,India,New Delhi,"5, Yashwant Place, Food Plaza, Near Chanakya Cinema, Chanakyapuri, New Delhi",Chanakyapuri,Indian,650,No,No,No,0,White,Not rated,2,mid-range
1129,Republic of Chicken,India,New Delhi,"451 & 452, Ground Floor, Lila Ram Market, Masjid Moth, South Extension 2, New Delhi",South Extension 2,Fast Food,400,No,No,No,0,White,Not rated,1,lower
1973,Nik's Chawla Chik Inn,India,New Delhi,"C-159, Shop 27, Naraina Industrial Area, Phase 1, Naraina, New Delhi",Naraina,Fast Food,600,No,No,No,0,White,Not rated,2,mid-range
2703,Paras Chicken Point,India,New Delhi,"DDA Mini Market, Behind Paras Cinema, Nehru Place, New Delhi",Nehru Place,Indian,400,No,No,No,0,White,Not rated,1,lower
3479,K.K. Fast Food Service,India,New Delhi,"44/4, Community Centre, East of Kailash, New Delhi",East of Kailash,Indian,200,No,Yes,No,0,White,Not rated,3,lower
3555,Sahara Restaurant,India,New Delhi,"F-94, Katwaria Sarai, Near Panchayat Ghar, Qutab Institutional Area, New Delhi",Qutab Institutional Area,Indian,400,No,No,No,0,White,Not rated,3,lower
4462,Meghansh Bakery,India,Faridabad,"DSS-28, Sector 31, Faridabad",Sector 31,bakery,200,No,No,No,0,White,Not rated,2,lower
5450,Parantha Point,India,New Delhi,"Shop 7, Fruit Market, Daya Nand Road, Daryaganj, New Delhi",Daryaganj,Indian,100,No,No,No,0,White,Not rated,1,lower
5463,Negi Restaurant,India,New Delhi,"3454, Near Mother Dairy, Daryaganj, New Delhi",Daryaganj,Indian,150,No,No,No,0,White,Not rated,0,lower
5470,Lala Da Shudh Vaishno Dhaba,India,New Delhi,"Main Najafgarh Road, Opposite Metro Pillar 676, Uttam Nagar, New Delhi",Uttam Nagar,Indian,200,No,No,No,0,White,Not rated,1,lower
5483,Raj Rasoi,India,New Delhi,"9, Roshan Garden, Najafgarh, New Delhi",Najafgarh,Indian,150,No,No,No,0,White,Not rated,2,lower
5528,Anupama Restaurant,India,New Delhi,"GF 10, Bajaj House, Building 97, Nehru Place, New Delhi",Nehru Place,Indian,150,No,No,No,0,White,Not rated,1,lower
5702,Sanjay Pandit Bhojnalaya,India,Noida,"Khoda Colony, Deepak Vihar, Sector 58, Noida",Sector 58,Indian,150,No,No,No,0,White,Not rated,2,lower
5927,Aggarwal Sweets & Restaurant,India,Gurgaon,"B-89, Vyaapar Kendra, Palam Vihar, Gurgaon","Vyapar Kendra, Palam Vihar",Mithai,100,No,No,No,0,White,Not rated,0,lower
5935,Nukkadwala,India,Gurgaon,"Asf, Insignia, Gwal Pahari, Gurgaon-Faridabad Road, Sector 56, Gurgaon",Sector 56,Fast Food,300,No,No,No,0,White,Not rated,3,lower
5961,Sahib Jhatka Chicken Shop,India,New Delhi,"29/4, Ashok Nagar, Near Metro Station, Tilak Nagar, New Delhi",Tilak Nagar,Indian,250,No,No,No,0,White,Not rated,3,lower
6216,Harish And Sonu Sudh Bhojnalya,India,New Delhi,"Old Kondli, Near State Bank Of Patiala, Mayur Vihar Phase 3, New Delhi",Mayur Vihar Phase 3,Indian,300,No,No,No,0,White,Not rated,1,lower
6230,China Town,India,New Delhi,"West Gorakh Park, Near Hanuman Mandir, Main Babarpur Road, Shahdara, New Delhi",Shahdara,Indian,200,No,No,No,0,White,Not rated,3,lower
6237,Pakiza Restaurant,India,New Delhi,"30, Block 15, Vasundhra Road, Mayur Vihar Phase 1, New Delhi Near Mayur Vihar Phase 1",Mayur Vihar Phase 1,Indian,600,No,No,No,0,White,Not rated,2,mid-range
6248,Gupta Eating Corner,India,New Delhi,"18, G-1, Vardhman Tower, Commercial Complex, Preet Vihar, New Delhi",Preet Vihar,Indian,200,No,No,No,0,White,Not rated,2,lower
6249,Rama Fast Food,India,New Delhi,"Jagdamba Tower, Preet Vihar, New Delhi",Preet Vihar,Indian,150,No,No,No,0,White,Not rated,0,lower
6269,Krishan Sweets,India,New Delhi,"67, Khanna Market, Lodhi Road, New Delhi",Lodhi Road,Mithai,250,No,No,No,0,White,Not rated,2,lower
6608,Vaishno Rasoi,India,New Delhi,"5, Swarg Ashram, Parmanand Chowk Red Light, Kingsway Camp, Delhi University-GTB Nagar, New Delhi",Delhi University-GTB Nagar,Indian,350,No,No,No,0,White,Not rated,3,lower
6678,Kaushal Dhaba,India,New Delhi,"Opposite Delite Cinema, Asaf Ali Road, Daryaganj, New Delhi",Daryaganj,Indian,150,No,No,No,0,White,Not rated,0,lower
6913,Mughal Chicken Corner,India,Gurgaon,"Main Sheetla Mata Road, Sector 14, Gurgaon",Sector 14,Indian,500,No,No,No,0,White,Not rated,3,mid-range
7096,Shree Shyam Bhojnalaya,India,Gurgaon,"Ashok Vihar Part 2, Near Sector 5 Chowk, Palam Vihar, Gurgaon",Palam Vihar,Indian,350,No,No,No,0,White,Not rated,3,lower
7180,Seth Baker's,India,New Delhi,"Near Mother Dairy, 641, Tagore Garden Extension, New Delhi, Tagore Garden, New Delhi",Tagore Garden,bakery,200,No,No,No,0,White,Not rated,3,lower
7187,Vijay South Indian Food,India,New Delhi,"Main Raghuveer Nagar Road, Tagore Garden Extension, New Delhi, Tagore Garden, New Delhi",Tagore Garden,Indian,250,No,No,No,0,White,Not rated,2,lower
7194,Punjabi Shahi Chicken Soup,India,New Delhi,"1, D383, Opposite Shree Sai Vidya Mandir, Sabji Mandi, Tagore Garden Extension, New Delhi, Tagore Garden, New Delhi",Tagore Garden,Chinese,250,No,No,No,0,White,Not rated,2,lower
7362,Vaishno Da Dhaba,India,New Delhi,"Badam Singh Market, NH 8, Rangpuri, Mahipalpur, New Delhi",Mahipalpur,Indian,200,No,No,No,0,White,Not rated,0,lower
7484,Super Star Restaurant,India,New Delhi,"A6, Shiv Ram Park, Nilothi More, Nangloi, New Delhi",Nangloi,Indian,150,No,No,No,0,White,Not rated,1,lower
7601,Lokenath Sweets,India,New Delhi,"22, Market 4, Chittaranjan Park, New Delhi",Chittaranjan Park,Mithai,150,No,No,No,0,White,Not rated,2,lower
7635,Kamala Fast Food & Chinese,India,New Delhi,"32, Market  2, Chittaranjan Park, New Delhi",Chittaranjan Park,Fast Food,300,No,No,No,0,White,Not rated,2,lower
7684,Shree Laxmi Dhaba,India,New Delhi,"Opposite Fortis Escorts Hospital, Sarai Julena, New Friends Colony, New Delhi",New Friends Colony,Indian,100,No,No,No,0,White,Not rated,3,lower
7793,Cafe Corner,India,New Delhi,"E-6, South Extension 2, New Delhi",South Extension 2,Fast Food,250,No,No,No,0,White,Not rated,3,lower
7803,Bikaner Sweets,India,New Delhi,"302-A, Pocket N, Sarita Vihar, New Delhi",Sarita Vihar,Street Food,100,No,No,No,0,White,Not rated,1,lower
7809,Welcome Fast Food & Parantha,India,New Delhi,"F/100, Katwaria Sarai, Qutab Institutional Area, New Delhi",Qutab Institutional Area,Fast Food,100,No,No,No,0,White,Not rated,0,lower
7818,Om Aggarwal Sweets,India,New Delhi,"2 A, Pocket M & N, Janta Flats, Sarita Vihar, New Delhi",Sarita Vihar,Mithai,100,No,No,No,0,White,Not rated,1,lower
7905,Moni Bakers,India,New Delhi,"5-A/1, Main Market, Madanpur Khadar, Near Aggarwal Sweets, Pocket D & E, Sarita Vihar, New Delhi",Sarita Vihar,bakery,150,No,No,No,0,White,Not rated,2,lower
7982,Shri Adarsh Kulfi,India,Noida,"Ground Floor, Sab Mall, Sector 27, Noida",Sector 27,Desserts,150,No,No,No,0,White,Not rated,1,lower
8033,Tip Top Eating Corner,India,New Delhi,"A 55 & 56, New Ashok Nagar, Near, Mayur Vihar Phase 1, New Delhi",Mayur Vihar Phase 1,Indian,100,No,No,No,0,White,Not rated,0,lower
8037,Bikaner Sweets & Bakers,India,Faridabad,"A-1, Shiv Durga Vihar, Near Eros Garden, Suraj Kund, Faridabad",Suraj Kund,Street Food,100,No,No,No,0,White,Not rated,0,lower
8062,Aman Vaishno Dhaba,India,New Delhi,"417, New Ashok Nagar, Near Mayur Vihar Phase 1, New Delhi",Mayur Vihar Phase 1,Indian,150,No,No,No,0,White,Not rated,1,lower
8089,Chauhan Fast Food,India,Noida,"Near A-37, Opposite Star News Building, Sector 60, Noida",Sector 60,Fast Food,250,No,No,No,0,White,Not rated,2,lower
8096,Hasty Tasty Fast Food,India,Noida,"Opposite HCL, N 1, Sector 58, Noida",Sector 58,Indian,300,No,No,No,0,White,Not rated,2,lower
8108,Muradabadi Chicken Biryani & Dhaba,India,New Delhi,"B-116, New Ashok Nagar, Near Mayur Vihar Phase 1, New Delhi",Mayur Vihar Phase 1,Indian,450,No,No,No,0,White,Not rated,3,lower
8169,Bangali Sweets & Restaurant,India,Faridabad,"6, Plot 17, New DLF, Indraprastha Colony, Faridabad",Indraprastha Colony,Mithai,100,No,No,No,0,White,Not rated,2,lower
8266,Mittal Fast Food,India,Faridabad,"10, Town Park, Sector 12, Faridabad",Sector 12,Fast Food,100,No,No,No,0,White,Not rated,0,lower
8718,Hans Fast Food Center,India,New Delhi,"DDA Market, Community Center, Naraina, New Delhi",Naraina,Fast Food,150,No,No,No,0,White,Not rated,2,lower
8957,Mithla Dhabha,India,New Delhi,"Baba Haridas Market, Chara Mandi Chowk, Najafgarh, New Delhi",Najafgarh,Indian,200,No,No,No,0,White,Not rated,1,lower
8987,Ekta Restaurant,India,New Delhi,"808/7, Sukhdev Market, Kotla Mubarakpur Road, Defence Colony, New Delhi",Defence Colony,Indian,200,No,No,No,0,White,Not rated,2,lower
9108,Aggarwal Sweets,India,New Delhi,"154, Kakrola Housing Complex, Dwarka Mod, Uttam Nagar, New Delhi",Uttam Nagar,Indian,200,No,No,No,0,White,Not rated,3,lower
9116,Arora Pastry Palace,India,New Delhi,"Dwarka Mod Metro Station, Pillar Number 781, Uttam Nagar, New Delhi",Uttam Nagar,Fast Food,100,No,No,No,0,White,Not rated,3,lower
9129,Sha-O-Lin Chinese Fast Food,India,New Delhi,"3, A 104, Road 4, Mahipalpur, New Delhi",Mahipalpur,Chinese,300,No,No,No,0,White,Not rated,1,lower
9173,Jyoti Sweets,India,New Delhi,"Near MG Plaza, Naresh Park, Najafgarh Road, Nangloi, New Delhi",Nangloi,Mithai,100,No,No,No,0,White,Not rated,0,lower
9176,Krishna Panjabi Rasoi,India,New Delhi,"10/10, Yadav Park, Najafgarh Road, Nangloi, New Delhi",Nangloi,Indian,100,No,No,No,0,White,Not rated,1,lower
9178,Kashyap Vaishno Dhaba,India,Faridabad,"Near Seble Cinema, Dharamveer Market, Badarpur Border, Faridabad",Badarpur Border,Indian,100,No,No,No,0,White,Not rated,3,lower
9181,Bhardwaj Bakery,India,New Delhi,"Near Naresh Park, Nangloi, New Delhi",Nangloi,bakery,100,No,No,No,0,White,Not rated,0,lower
9194,Do Bhai Paneer Wale And Sweets,India,New Delhi,"1, Behind Police Station, Najafgarh Road, Nangloi, New Delhi",Nangloi,bakery,100,No,No,No,0,White,Not rated,0,lower
9210,Gupta Rasoi,India,New Delhi,"60, DDA Mini Market, Opposite Chiranjiv Tower, Nehru Place, New Delhi",Nehru Place,Indian,200,No,No,No,0,White,Not rated,1,lower
9226,Deep Bakery And Cake,India,New Delhi,"3, Najafgarh Road, Opposite Krishna Mandir, Nangloi, New Delhi",Nangloi,bakery,100,No,No,No,0,White,Not rated,0,lower
9233,Aggarwal Sweets And Caterers,India,Faridabad,"Anangpur Dairy, Devi Sahay Market, Near, Sector 37, Faridabad",Sector 37,Street Food,100,No,No,No,0,White,Not rated,1,lower
9262,Chinese Temptation,India,New Delhi,"Near Delhi Gate, Najafgarh, New Delhi",Najafgarh,Fast Food,300,No,No,No,0,White,Not rated,2,lower
9269,Taj Mahal Dhaba,India,New Delhi,"Deenpur Main Goyla Mod, Najafgarh, New Delhi",Najafgarh,Indian,400,No,No,No,0,White,Not rated,2,lower
9271,Raju De Special Paneer Wale,India,New Delhi,"1506, Chawla Stand, Gaushala Road, Najafgarh, New Delhi",Najafgarh,Indian,50,No,No,No,0,White,Not rated,0,lower
9281,Aggarwal Sweet Centre,India,New Delhi,"1675, Chhawla Bus Stand, Mittal Market, Najafgarh, New Delhi",Najafgarh,Mithai,200,No,No,No,0,White,Not rated,1,lower
9299,Aggarwal Sweet Corner,India,Faridabad,"Badarpur Border Chowk Post, Badarpur Border, Faridabad",Badarpur Border,Mithai,100,No,No,No,0,White,Not rated,1,lower
9442,Shudh Vaishno Bhojanalaya,India,New Delhi,"Shop 104, Near Metro Station Gate 3, Kingsway Camp, GTB Nagar, New Delhi",GTB Nagar,Indian,200,No,No,No,0,White,Not rated,1,lower
9496,Shankar Sweets,India,Faridabad,"E 588, Mittal Colony, Pul Parahladpur, Suraj Kund Road, Faridabad, Suraj Kund, Faridabad",Suraj Kund,Street Food,100,No,No,No,0,White,Not rated,0,lower
9517,Jagadeesh Kharodewala,India,New Delhi,"57 & 58, Titarpur Market, Opposite Metro Pillar 424, Tagore Garden, New Delhi",Tagore Garden,Indian,200,No,No,No,0,White,Not rated,3,lower
9599,Punjab Sweets,India,New Delhi,"C-222, Near Railway Crossing, Lajpat Nagar 1, New Delhi",Lajpat Nagar 1,Street Food,150,No,No,No,0,White,Not rated,2,lower
9635,Mittal Caterer,India,New Delhi,"Near Chhawala Bus Stand, Najafgarh, New Delhi",Najafgarh,Indian,200,No,No,No,0,White,Not rated,2,lower
9855,Hirdesh Eating Point,India,New Delhi,"Main Market, Near Eating Point, Shakarpur, New Delhi",Shakarpur,Indian,200,No,No,No,0,White,Not rated,1,lower
9876,Vijay Store,India,New Delhi,"3/3, Community Centre, East of Kailash, New Delhi",East of Kailash,Fast Food,200,No,No,No,0,White,Not rated,1,lower
9879,Gulati Food Corner,India,New Delhi,"954, Arjun Nagar, Kotla Mubarakpur, Defence Colony, New Delhi",Defence Colony,Chinese,150,No,No,No,0,White,Not rated,2,lower
9883,Aggarwal Eating Point,India,New Delhi,"3-5, Mini DDA Market, Amrit Puri B, Garhi, East of Kailash, New Delhi",East of Kailash,Street Food,150,No,No,No,0,White,Not rated,2,lower
9884,Jagram Dhaba,India,New Delhi,"285, Sant Nagar, East of Kailash, New Delhi",East of Kailash,Indian,150,No,No,No,0,White,Not rated,2,lower
300156,Radha Swami Shudh Vaishno Dhaba,India,Gurgaon,"New Mata Road, Rajeev Nagar, Sector 14, Gurgaon",Sector 14,Indian,350,No,No,No,0,White,Not rated,3,lower
300582,Sea Lord,India,New Delhi,"5, Behind Royal Plaza Hotel, Janpath, New Delhi",Janpath,Indian,250,No,No,No,0,White,Not rated,3,lower
300788,Darbar Chicken Corner,India,New Delhi,"Near Baba Banquet Hall, Shakarpur, New Delhi",Shakarpur,Indian,500,No,No,No,0,White,Not rated,3,mid-range
300791,West Bangal Kolkata Hot Kathi Rolls,India,New Delhi,"Shop 6, Near Batra Cinema, Mukherjee Nagar, New Delhi",Mukherjee Nagar,Fast Food,200,No,No,No,0,White,Not rated,1,lower
300801,Shree Balaji Caterers,India,New Delhi,"A-106, Opposite Fair Price, Pandav Nagar, New Delhi",Pandav Nagar,Fast Food,300,No,No,No,0,White,Not rated,1,lower
300961,Shree Sai Bhog,India,New Delhi,"4, DDA Market, Vasundhara Enclave, New Delhi",Vasundhara Enclave,Indian,250,No,No,No,0,White,Not rated,3,lower
301170,Gulshan Hotel,India,Faridabad,"Booth 2, Main Huda Market, Sector 16, Faridabad",Sector 16,Indian,250,No,No,No,0,White,Not rated,2,lower
301316,Annapurna Bhojnalaya,India,New Delhi,"Main Mangal Bazaar Road, Near Sai Chowk, Dilshad Garden, New Delhi",Dilshad Garden,Indian,200,No,No,No,0,White,Not rated,2,lower
301461,Airborne,India,Noida,"Hotel Golf View, 14/1, Opposite Botanical Garden Metro Station, Sector 37, Noida","Hotel Golf View, Sector 37, Noida",Indian,2000,Yes,No,No,0,White,Not rated,0,Premium
301468,Vivino - Hotel Golf View,India,Noida,"Hotel Golf View, 14/1, Opposite Botanical Garden Metro Station, Sector 37, Noida","Hotel Golf View, Sector 37, Noida",Continental,1200,Yes,No,No,0,White,Not rated,0,higher
301519,Shalimar Food,India,New Delhi,"24, CC Block, DDA Market, Shalimar Bagh, New Delhi",Shalimar Bagh,Street Food,100,No,No,No,0,White,Not rated,2,lower
301581,Coffee Shop - Centaur Hotel,India,New Delhi,"Centaur Hotel, Near Aerocity, New Delhi","Centaur Hotel, Aerocity",Cafe,1500,No,No,No,0,White,Not rated,2,higher
301675,Lush,India,New Delhi,"9/1700, Main Road, Kailash Nagar, Gandhi Nagar, Shastri Park, New Delhi",Shastri Park,Indian,500,No,No,No,0,White,Not rated,3,mid-range
301775,Pizza Day,India,New Delhi,"Ram Chowk, Sadh Nagar, Palam, New Delhi",Palam,Fast Food,500,No,No,No,0,White,Not rated,2,mid-range
301786,Bhagat Ji Sweets,India,New Delhi,"Kailash Puri Road, Sagar Pur, Palam, New Delhi",Palam,Fast Food,200,No,No,No,0,White,Not rated,0,lower
301809,Om Sweets & Caterers,India,New Delhi,"70, Hari Nagar, Near Jasrotia Hospital, Mayapuri Phase 2, New Delhi",Mayapuri Phase 2,Indian,200,No,No,No,0,White,Not rated,3,lower
301822,Kwality Sweet Corner,India,New Delhi,"Clock Tower, Hari Nagar, Jail Road, New Delhi",Jail Road,Chinese,200,No,No,No,0,White,Not rated,3,lower
301867,Munna Bakery,India,New Delhi,"60 Feet Road, Sadh Nagar, Palam, New Delhi",Palam,bakery,100,No,No,No,0,White,Not rated,3,lower
301885,Milan Shudh Vaishno,India,New Delhi,"CB 206/1, Ring Road, Naraina, New Delhi",Naraina,Indian,300,No,No,No,0,White,Not rated,3,lower
301907,Sargam Sweets,India,New Delhi,"A 11, Mohan Garden, Near Metro Pillar 753, Peepal Wala Road, Uttam Nagar, New Delhi",Uttam Nagar,Street Food,150,No,No,No,0,White,Not rated,2,lower
301914,Khalsa Chicken Corner,India,New Delhi,"Opposite Pillar 760, Main Najafgarh Road, Uttam Nagar, New Delhi",Uttam Nagar,Indian,250,No,No,No,0,White,Not rated,2,lower
301917,Bikaner Sweets,India,New Delhi,"Near Khyala Road, Vishnu Garden, Tilak Nagar, New Delhi",Tilak Nagar,bakery,250,No,No,No,0,White,Not rated,3,lower
301925,Laxmi Dhaba,India,New Delhi,"Ring Road, Naraina, New Delhi",Naraina,Indian,100,No,No,No,0,White,Not rated,1,lower
301932,Aggarwal Sweets & Bakers,India,New Delhi,"Ring Road, Naraina, New Delhi",Naraina,Street Food,200,No,No,No,0,White,Not rated,1,lower
302002,ITO Ke Mashoor Chole Bhature,India,New Delhi,"Main Road, Mahavir Enclave 3, Palam, New Delhi",Palam,Street Food,100,No,No,No,0,White,Not rated,1,lower
302011,Anupama Snacks and Sweets Corner,India,New Delhi,"RZ H2/15, Bengali Colony, Mahavir Enclave, Palam, New Delhi",Palam,Mithai,100,No,No,No,0,White,Not rated,1,lower
302042,Aggarwal Sweet India,India,New Delhi,"C-156, Mahavir Enclave Part 3, Palam, New Delhi",Palam,Mithai,100,No,No,No,0,White,Not rated,2,lower
302046,Subhan Chicken Biryani,India,New Delhi,"Main Road, Mahavir Enclave 3, Palam, New Delhi",Palam,Biryani,200,No,No,No,0,White,Not rated,1,lower
302175,Chavi Food Point,India,New Delhi,"RZ 12A, Main Market, Indira Park, Palam, New Delhi",Palam,Indian,350,No,No,No,0,White,Not rated,2,lower
302221,Bikaner Sweet Corner,India,New Delhi,"Near Manglapuri Terminal, Palam, New Delhi",Palam,Street Food,100,No,No,No,0,White,Not rated,1,lower
302256,Radha Swami Shudh Vaishno Dhaba,India,Gurgaon,"17 & 18, Old Delhi Road, Sector 17, Gurgaon",Sector 17,Indian,150,No,No,No,0,White,Not rated,1,lower
302311,Pastry Place,India,New Delhi,"114/3, Neb Sarai, Sainik Farms, New Delhi",Sainik Farms,Fast Food,250,No,No,No,0,White,Not rated,2,lower
302314,G+,India,New Delhi,"Main IGNOU Road, Neb Sarai, Sainik Farms, New Delhi",Sainik Farms,Mithai,150,No,No,No,0,White,Not rated,3,lower
302318,Sonu Sweets,India,New Delhi,"Main IGNOU Road, Neb Sarai, Sainik Farms, New Delhi",Sainik Farms,Chinese,200,No,No,No,0,White,Not rated,2,lower
302411,Bikaner Sweets,India,New Delhi,"Brahmpuri Road, Ghonda Chowk, Shahdara, New Delhi",Shahdara,Street Food,100,No,No,No,0,White,Not rated,1,lower
302427,Mehak Restaurant,India,New Delhi,"136/3 Main Road, Maujpur, Shahdara, New Delhi",Shahdara,Indian,200,No,No,No,0,White,Not rated,2,lower
302436,Aggarwal Sweet Fresh,India,New Delhi,"Loni Road, Near Red Light, Shahdara, New Delhi",Shahdara,Street Food,100,No,No,No,0,White,Not rated,2,lower
302473,Cafe Highway,India,New Delhi,"Near Kavira Garden, NH-8, Mahipalpur, New Delhi",Mahipalpur,Fast Food,250,No,No,No,0,White,Not rated,0,lower
302475,Apna Dhaba,India,New Delhi,"Near Kavira Garden, NH-8, Mahipalpur, New Delhi",Mahipalpur,Indian,150,No,No,No,0,White,Not rated,1,lower
302573,Quality Restaurant,India,New Delhi,"F-124, Basement, Katwaria Sarai, Qutab Institutional Area, New Delhi",Qutab Institutional Area,Indian,350,No,No,No,0,White,Not rated,3,lower
302782,Rastogi Sweets & Caterers,India,New Delhi,"Near Bros Grillz, Main Road, Palam Colony, Palam, New Delhi",Palam,Street Food,100,No,No,No,0,White,Not rated,1,lower
302835,Aggarwal Jalebi Wale,India,New Delhi,"Opposite Avtaar Dhaba, Milap Nagar, Uttam Nagar, New Delhi",Uttam Nagar,Street Food,50,No,No,No,0,White,Not rated,3,lower
302859,Grover Eating Point,India,New Delhi,"1476, Deewan Hall Road, Chandni Chowk, New Delhi",Chandni Chowk,Indian,200,No,No,No,0,White,Not rated,1,lower
302871,Punjabi Chicken,India,New Delhi,"9, Babu Market, Fuwara Chowk, Chandni Chowk, New Delhi",Chandni Chowk,Indian,400,No,No,No,0,White,Not rated,0,lower
303149,Pakwan,India,New Delhi,"Shalimar Hotel, A-160, Road 4, Mahipalpur Extension, Mahipalpur, New Delhi",Mahipalpur,Fast Food,500,No,No,No,0,White,Not rated,1,mid-range
303468,Mahavir Sweets,India,New Delhi,"J-37, Opposite Mother Dairy, Pandav Nagar, New Delhi",Pandav Nagar,Mithai,250,No,No,No,0,White,Not rated,1,lower
303486,Call For Cuisine - Hotel Grenville,India,Gurgaon,"Hotel Grenville, 29/4, Near Kalyani Hospital, Opposite SBI Gurgaon, Sector 14, Gurgaon","Hotel Grenville, MG Road",Indian,600,No,No,No,0,White,Not rated,2,mid-range
303497,Shri Shyam Ji Shudh Shakahari Bhojnalaya,India,New Delhi,"Khaira Mod, Najafgarh, New Delhi",Najafgarh,Indian,150,No,No,No,0,White,Not rated,0,lower
303500,Lamba Sweets Corner,India,New Delhi,"Khaira Mod, Najafgarh, New Delhi",Najafgarh,Street Food,100,No,No,No,0,White,Not rated,2,lower
303537,Sat Narayan Fast Food,India,New Delhi,"Dhansa Mod, Najafgarh, New Delhi",Najafgarh,Chinese,150,No,No,No,0,White,Not rated,1,lower
303559,Brij Palace Restaurant,India,New Delhi,"4, Okhla Bus Stand, Jamia Nagar, Near, New Friends Colony, New Delhi",New Friends Colony,Indian,250,No,No,No,0,White,Not rated,2,lower
303697,Bakelicious 18,India,Gurgaon,"Celebrity Homes, Palam Vihar, Gurgaon",Palam Vihar,bakery,450,No,No,No,0,White,Not rated,2,lower
303865,Shree Bikaner Mishthan Bhandar,India,Gurgaon,"Near Sector 5, Ashok Vihar Phase 2, Palam Vihar, Gurgaon",Palam Vihar,Mithai,500,No,No,No,0,White,Not rated,2,mid-range
304062,Jai Jagannath Hotel,India,Faridabad,"E 51, Shiv Durga Vihar, Dayal Bagh, Faridabad",Dayal Bagh,Indian,200,No,No,No,0,White,Not rated,3,lower
304160,Grover Sweets Rajouri Wala,India,New Delhi,"Khyala Road, Vishnu Garden, Tilak Nagar, New Delhi",Tilak Nagar,Street Food,200,No,No,No,0,White,Not rated,2,lower
304230,Pastry Palace,India,New Delhi,"S-14/A, Main Market, Green Park, New Delhi",Green Park,bakery,500,No,No,No,0,White,Not rated,2,mid-range
304254,Anupam Hotel,India,New Delhi,"A 60, Main Market Road, New Ashok Nagar, Near, Mayur Vihar Phase 1, New Delhi",Mayur Vihar Phase 1,Indian,200,No,No,No,0,White,Not rated,2,lower
304280,Drepung Loselling,India,New Delhi,"42, New Tibetan Colony, New Aruna Nagar, Majnu ka Tila, New Delhi",Majnu ka Tila,Chinese,400,No,No,No,0,White,Not rated,3,lower
304338,Evergreen Food Point,India,Noida,"Krishna Apra Plaza, Alpha 1, Commercial Belt, Greater Noida, Noida",Greater Noida,Street Food,100,No,No,No,0,White,Not rated,2,lower
304385,Indian Chinese Fast Food,India,New Delhi,"Main Raghuvir Nagar Road, Tagore Garden Extension, New Delhi, Tagore Garden, New Delhi",Tagore Garden,Chinese,100,No,No,No,0,White,Not rated,1,lower
304393,Punjabi Special,India,New Delhi,"Shop 35-36, Dwarka Vihar, C Block, Near Radha Krishna Vatika, Old Kakrola Road, Najafgarh, New Delhi",Najafgarh,Indian,250,No,No,No,0,White,Not rated,2,lower
304405,Sharma Sweets,India,New Delhi,"Shop 1, Nangloi Stand, Najafgarh, New Delhi",Najafgarh,Street Food,100,No,No,No,0,White,Not rated,0,lower
304439,Baba Chinese Fast Food,India,Noida,"B-Block, Opposite Fatherangle School, Sector 62, Noida",Sector 62,Chinese,250,No,No,No,0,White,Not rated,2,lower
304441,Aggarwal Bikaneri Sweets & Restaurant,India,Noida,"Rajiv Vihar, Khora Village, Sector 62, Noida",Sector 62,Street Food,100,No,No,No,0,White,Not rated,3,lower
304469,Tirath Sweets,India,New Delhi,"Main Road, Main Market, Moti Nagar, New Delhi",Moti Nagar,Mithai,100,No,No,No,0,White,Not rated,0,lower
304487,Aggarwal Sweets India,India,Noida,"Upper Ground 17, Singhal Tower, Near, Sector 58, Noida",Sector 58,Street Food,150,No,No,No,0,White,Not rated,0,lower
304493,Divya Hotal,India,Noida,"Naya Bans, Sector 15, Noida",Sector 15,Indian,150,No,No,No,0,White,Not rated,2,lower
304502,Sharma Hotel,India,Noida,"Labour Chowk, Sector 58, Noida",Sector 58,Indian,100,No,No,No,0,White,Not rated,0,lower
304531,Punjabi Rasoi,India,New Delhi,"25/32, Near Fedex, East Patel Nagar, New Delhi",East Patel Nagar,Indian,200,No,No,No,0,White,Not rated,2,lower
304573,Chinese Corner,India,New Delhi,"19, Main Market, Moti Nagar, New Delhi",Moti Nagar,Fast Food,350,No,No,No,0,White,Not rated,0,lower
304586,Evergreen Punjabi Swad,India,New Delhi,"3/32, Near Fun Cinema, Moti Nagar, New Delhi",Moti Nagar,Indian,200,No,No,No,0,White,Not rated,2,lower
304610,Sangeeta Dhaba,India,New Delhi,"Plot 1, Nagli Sakravati Chowk, Opposite Metro Pillar 71, Main Uttam Nagar Road, Najafgarh, New Delhi",Najafgarh,Indian,300,No,No,No,0,White,Not rated,0,lower
304700,Bal Ji Rasoi,India,Gurgaon,"Near IndusInd Bank ATM, Main Madanpuri Road, Old Railway Road, Gurgaon",Old Railway Road,Indian,300,No,No,No,0,White,Not rated,3,lower
304730,Brijwasi Sweet and Namkeen,India,New Delhi,"3/30, Subhash Market, Trilokpuri, New Delhi",Trilokpuri,Street Food,100,No,No,No,0,White,Not rated,1,lower
304750,Om Bikaner Sweets,India,Noida,"Ashirwad Complex, Sector 53, Noida",Sector 53,Mithai,150,No,No,No,0,White,Not rated,0,lower
