Restaurant ID,Restaurant,country,City,Address,Locality,Cuisines,Average Cost for two,Table booking,Online delivery,delivering now,rating,Rating color,Rating text,Votes,Price Range
18438453,Firefly,India,Gurgaon,"HUDA Market, Sector 56, Gurgaon",Sector 56,Indian,300,No,No,No,0,White,Not rated,0,
18438456,Green Valley Chinese Food,India,Noida,"Alka Cinema, Near Sai Mandir, Sector 15, Noida",Sector 15,Chinese,200,No,No,No,0,White,Not rated,0,
18438457,Come 'n' Eat,India,New Delhi,"Main Market, Shakarpur, New Delhi",Shakarpur,Fast Food,300,No,No,No,0,White,Not rated,1,
18438463,Choksi Chinese,India,New Delhi,"Mayur Vihar Phase 1, New Delhi",Mayur Vihar Phase 1,Chinese,200,No,No,No,0,White,Not rated,0,
18438465,Rajesh Eating Corner,India,New Delhi,"Shakarpur, New Delhi",Shakarpur,Street Food,150,No,No,No,0,White,Not rated,0,
18438896,Khaao Peeyo,India,New Delhi,"34, Rahendra Bhavan, Rajendra Place, New Delhi",Rajendra Place,Fast Food,500,No,No,No,0,White,Not rated,0,
18439029,New Kovilakam Restaurant,India,New Delhi,"A 70/3, Gali 5, Madhu Vihar, IP Extension, New Delhi",IP Extension,Indian,400,No,No,No,0,White,Not rated,1,
18439522,The Big Buddha Grill,India,Noida,"4th Floor, Hoshiarpur Market, Sector 51, Noida",Sector 51,Cafe,550,No,Yes,No,0,White,Not rated,2,
18439523,4U,India,Noida,"Amrapali Princely Estate, Sector 76, Near Sector 72, Noida",Sector 72,Indian,250,No,No,No,0,White,Not rated,1,
18439527,Big B Pastry Shop,India,Noida,"Shop 35, Amrapali Princely, Shopping Arcade, Sector 76, Near Sector 72, Noida",Sector 72,Fast Food,200,No,No,No,0,White,Not rated,1,
18439529,Lucknow Wale Kwality Kabab,India,Noida,"Shop No.21, Amrapali Princely Estate, Sector 76, Near Sector 72, Noida",Sector 72,Indian,600,No,No,No,0,White,Not rated,1,
18439530,Foodhall,India,New Delhi,"Lower Ground Floor, World Mark 3, Aerocity, New Delhi","Worldmark 3, Aerocity",italian,700,No,No,No,0,White,Not rated,3,
18439532,Ganesh Chinese Food Corner,India,Noida,"Amrapali Silicon City, Gate 3, Sector 76, Near Sector 72, Noida",Sector 72,Chinese,300,No,No,No,0,White,Not rated,0,
18439534,C Cube,India,Noida,"1st Floor, C Block Market, Sector 41, Noida",Sector 41,american,500,No,No,No,0,White,Not rated,3,
18439535,Pitstop,India,Noida,"Glued Reloaded, Dynamic House, Opposite Petrol Pump, Dadri Main Road, Sector 41, Noida",Sector 41,Indian,600,No,No,No,0,White,Not rated,2,
18439544,Royal Spice,India,Noida,"Shop 4, Near Orange Pie Hotel, Main Road, Sector 66/67, Near Sector 71, Noida",Sector 71,Indian,500,No,No,No,0,White,Not rated,0,
18439547,Anand Dhaba,India,Faridabad,"DSS-38, Sector 21C Market, Sector 21, Faridabad",Sector 21,Indian,200,No,No,No,0,White,Not rated,1,
18439705,The Hubbub Cafe and Restaurant,India,New Delhi,"2, Lalitaksh Singh Lakra Marg, Jia Sarai, Qutab Institutional Area, New Delhi",Qutab Institutional Area,Indian,500,No,No,No,0,White,Not rated,0,
18439721,Chef's Basket Pop Up Cafí©,India,Noida,"Inside Big Bazaar, The Great India Place, Sector 38 A, Sector 38, Noida","The Great India Place, Sector 38",italian,200,No,No,No,0,White,Not rated,0,
18440143,Shama Muradabadi Chicken Corner,India,New Delhi,"C-12,G/F, Main Road Madhu Vihar, IP Extension, New Delhi",IP Extension,Biryani,300,No,No,No,0,White,Not rated,1,
18440160,Chawla Chik Inn,India,New Delhi,"Shop 1, Tiger Lane, Western Avenue, Sainik Farms, New Delhi",Sainik Farms,Indian,800,No,Yes,No,0,White,Not rated,0,
18440163,Zaika Restaurant,India,New Delhi,"B-83, Ganesh Nagar Complex, Pandav Nagar, New Delhi",Pandav Nagar,Indian,350,No,No,No,0,White,Not rated,0,
18440164,Cha Cha Cha,India,Noida,"2nd Floor, Logix City Centre, Sector 32, Near, Sector 34, Noida","Logix City Centre, Sector 32, Noida",Fast Food,300,No,No,No,0,White,Not rated,3,
18440169,Foodizm,India,New Delhi,"Pandit Complex, Bhandari Chimint, Pandav Nagar, New Delhi",Pandav Nagar,Indian,250,No,No,No,0,White,Not rated,0,
18440171,The Beer Cafe,India,Noida,"2nd Floor, Logix City Centre, Sector 32, Near, Sector 34, Noida",Sector 34,Indian,1250,No,No,No,0,White,Not rated,3,
18440175,Radhey Radhey Foods,India,New Delhi,"D-500, West Vinod Nagar, Near Apex Hospital, IP Extension, New Delhi",IP Extension,Indian,500,No,No,No,0,White,Not rated,2,
18440185,Evergreen Food Corner,India,New Delhi,"55, A Block Market, Mayur Vihar Phase 2, New Delhi",Mayur Vihar Phase 2,Fast Food,350,No,No,No,0,White,Not rated,3,
18440186,Chennai Express Greens,India,New Delhi,"U-135, Near Laxmi Nagar Metro Station, Laxmi Nagar, New Delhi",Laxmi Nagar,Indian,250,No,No,No,0,White,Not rated,0,
18440259,Recipe Tadka,India,New Delhi,"D 1/252, Street 5, Mahavir Enclave, Palam, New Delhi",Palam,Indian,500,No,No,No,0,White,Not rated,3,
18440390,Food Plaza,India,Noida,"Opposite Ansal Mall, Knowledge Park 1, Pari Chowk, Greater Noida, Noida",Greater Noida,Indian,400,No,No,No,0,White,Not rated,1,
18440394,South Indian & Chinese Fast Food,India,New Delhi,"U-112, B/ 1, Vikas Marg, Near Laxmi Nagar Metro Station, Laxmi Nagar, New Delhi",Laxmi Nagar,Fast Food,350,No,No,No,0,White,Not rated,0,
18440395,Chill Grill,India,Noida,"Food Court, Logix City Centre, Sector 32, Near, Sector 34, Noida",Sector 34,Fast Food,500,No,No,No,0,White,Not rated,0,
18440406,Kings Kulfi,India,Noida,"Food Court, Logix City Centre, Sector 32, Near, Sector 34, Noida","Logix City Centre, Sector 32, Noida",Desserts,300,No,No,No,0,White,Not rated,1,
18440409,Om Sweets Caterers & Bakery,India,Noida,"SKI, V.D.S Market, Sector 93, Noida",Sector 93,bakery,150,No,No,No,0,White,Not rated,0,
18440413,Hunger's Hub,India,Noida,"Opposite HCL, Near Amity University, Sector 125, Noida",Sector 125,Fast Food,200,No,No,No,0,White,Not rated,0,
18440415,The Flip On Wheel,India,Noida,"Near Amity University, Sector 125, Noida",Sector 125,Fast Food,400,No,No,No,0,White,Not rated,1,
18440416,Mx Corn,India,Noida,"Lower Ground Floor, Logix City Centre, Sector 32, Near, Sector 34, Noida","Logix City Centre, Sector 32, Noida",Fast Food,100,No,No,No,0,White,Not rated,0,
18440423,Baskin Robbins,India,Noida,"Eldeco Studio, Plot 3, Sector 93-A, Near Sector 93, Noida",Sector 93,Ice Cream,300,No,No,No,0,White,Not rated,0,
18440427,Savoury Street,India,Noida,"GF-37, 1st Floor, Ansal Plaza Mall, Greater Noida, Noida","Ansal Plaza Mall, Greater Noida",Indian,600,No,No,No,0,White,Not rated,3,
18440429,K.D Corner,India,New Delhi,"B-65, East Vinod Nagar, Near, Mayur Vihar Phase 2, New Delhi",Mayur Vihar Phase 2,Indian,300,No,No,No,0,White,Not rated,0,
18440436,New Shama Chicken Restaurant,India,New Delhi,"Ganesh Nagar Complex, Pandav Nagar, New Delhi",Pandav Nagar,Biryani,350,No,No,No,0,White,Not rated,0,
18440933,Practically Perfect,India,New Delhi,"64, Munirka Marg, Behind PVR Priya, Vasant Vihar, New Delhi",Vasant Vihar,bakery,500,No,No,No,0,White,Not rated,1,
18441532,Celebration Family Restaurant,India,New Delhi,"E-63, Near Sheetla Mata Mandir, Opposite Punjab Sindh Bank, Subhash Nagar, New Delhi",Subhash Nagar,Indian,800,Yes,No,No,0,White,Not rated,0,
18441537,Wich 'N' Shake,India,Noida,"GF-30, Parsavnath Bibhab Plaza, Commercial Belt, Alpha-1, Greater Noida, Noida",Greater Noida,Fast Food,200,No,No,No,0,White,Not rated,2,
18441539,Boozer's,India,Gurgaon,"Phase-1, South City 1, Gurgaon",South City 1,Finger Food,800,Yes,No,No,0,White,Not rated,0,
18441542,Moonis Kada,India,New Delhi,"413, Shop B-41, Main Road, Batla House Near Jamia University, Zakir Nagar, New Delhi",Zakir Nagar,Indian,500,No,No,No,0,White,Not rated,0,
18441551,Joost Juice Bar,India,Noida,"Lowe Ground Floor, Logix City Centre, Sector 32, Near, Sector 34, Noida","Logix City Centre, Sector 32, Noida",Beverages,300,No,No,No,0,White,Not rated,1,
18441557,The Royal Kitchen,India,Noida,"Shop 4, Paras Tierea Commercial Complex, Sector 137, Near Sector 132, Noida",Sector 132,Indian,400,No,No,No,0,White,Not rated,0,
18441559,Taste of Punjab,India,Noida,"Chauhan Market, Sector 137, Near Sector 132, Noida",Sector 132,Indian,300,No,No,No,0,White,Not rated,0,
18441561,Aureo Dine & Bake House,India,Noida,"Ground Floor, Amenity Block, Unitech Infospace, Sector 135, Near Sector 132, Noida",Sector 132,Fast Food,300,No,No,No,0,White,Not rated,3,
18441563,China Town,India,Noida,"Near Metlife, Sector 135, Near Sector 132, Noida",Sector 132,Chinese,300,No,No,No,0,White,Not rated,0,
18441566,Fc Katyal,India,New Delhi,"G-32, LSC Market, New Rajdhani Enclave, Preet Vihar, New Delhi",Preet Vihar,Chinese,250,No,No,No,0,White,Not rated,0,
18441569,Moju Juice Bar,India,Noida,"Near Metlife, Sector 135, Near Sector 132, Noida",Sector 132,Beverages,200,No,No,No,0,White,Not rated,0,
18441651,Food Cabana,India,Noida,"Film City, Sector 76, Near Sector 72, Noida",Sector 72,Chinese,450,No,No,No,0,White,Not rated,0,
18441663,Cafe Coffee Day,India,Noida,"B-36, Block A, Express Trade Tower 2, Noida-Greater Noida Expressway, Sector 132, Noida",Sector 132,Cafe,450,No,No,No,0,White,Not rated,0,
18441665,Tea Nation,India,Noida,"Express Trade Towers 2, B-36, Sector 132, Noida",Sector 132,Fast Food,200,No,No,No,0,White,Not rated,1,
18441669,Food State,India,New Delhi,"Aditya Complex, Metro Pillar 106, Vikas Marg, Preet Vihar, New Delhi",Preet Vihar,Indian,300,No,No,No,0,White,Not rated,0,
18441671,Tpot,India,Noida,"Ground Floor, Urbtech Matrix Towers, Opposite Jaypee  Hospital, Sector 132, Noida",Sector 132,Fast Food,500,No,No,No,0,White,Not rated,1,
18441672,6 Pack Momos,India,New Delhi,"BA-Block, Deep Market, Ashok Vihar Phase 1, New Delhi",Ashok Vihar Phase 1,Chinese,300,No,No,No,0,White,Not rated,1,
18441677,Chennai Express,India,New Delhi,"H Block, Vikas Marg, New Delhi",Vikas Marg,Indian,300,No,No,No,0,White,Not rated,0,
18441680,The Khoj Cafe Restaurent,India,New Delhi,"Galli 11-12, D-324, Lalita Park, Laxmi Nagar, New Delhi",Laxmi Nagar,Indian,300,No,No,No,0,White,Not rated,0,
18441685,R.S. Chinese Food,India,New Delhi,"2, A Block Market, Preet Vihar, New Delhi",Preet Vihar,Fast Food,250,No,No,No,0,White,Not rated,0,
18441688,Madras Dosa & Chinese,India,New Delhi,"Shop 6, BN Block Market, Shalimar Bagh, New Delhi",Shalimar Bagh,Indian,500,No,No,No,0,White,Not rated,0,
18441696,Jain Restaurant,India,New Delhi,"246/67, Opposite Prince Apartment, IP Extension, New Delhi",IP Extension,Indian,500,Yes,No,No,0,White,Not rated,0,
18441698,Nice Food Corner,India,New Delhi,"E/74 West Vinod Nagar, IP Extension, New Delhi",IP Extension,Street Food,150,No,No,No,0,White,Not rated,0,
18441700,Uttranchal Eating Point,India,New Delhi,"S-193, School Block, Shakarpur, New Delhi",Shakarpur,Fast Food,250,No,No,No,0,White,Not rated,0,
18441706,Himalaya Momos,India,New Delhi,"A-1, Main Market, Shakarpur, New Delhi",Shakarpur,Fast Food,250,No,No,No,0,White,Not rated,0,
18441707,Courtyard Grill - Courtyard by Marriott,India,Gurgaon,"Courtyard by Marriott, Plot 27 B, Sushant Lok 1, Sushant Lok, Gurgaon","Courtyard by Marriott, Sushant Lok",Indian,2500,No,No,No,0,White,Not rated,3,
18441710,Sangam Ratna,India,New Delhi,"H-52, Main Market, Shakarpur, New Delhi",Shakarpur,Indian,200,No,No,No,0,White,Not rated,0,
18441711,Sonu Parantha Corner,India,Noida,"B-64, Sector -2, Noida",Sector 2,Indian,200,No,No,No,0,White,Not rated,0,
18441760,Alam Muradabadi & Hyderabadi Biryani,India,Noida,"Near Wine Shop, Main Road, Sector 22, Noida",Sector 22,Biryani,500,No,No,No,0,White,Not rated,0,
18441766,Tod-Bistro Cafe,India,Noida,"G-10, Parshavnath Bibhav Plaza, Alpha 1, Commercial Belt, Greater Noida, Noida",Greater Noida,Fast Food,300,No,Yes,No,0,White,Not rated,1,
18441772,Tiffinhunt,India,Noida,"N-198, Sector 12, Noida",Sector 12,Indian,200,No,Yes,No,0,White,Not rated,1,
18441790,Giani's,India,New Delhi,"Ground Floor, Fun City Mall, Prashant Vihar, New Delhi","Fun City Mall, Prashant Vihar",Desserts,400,No,No,No,0,White,Not rated,1,
18441791,Chaudhary Burfi Wala,India,Gurgaon,"Shop 38, Vyapar Kendra, Sushant Lok, Gurgaon","Vyapar Kendra, Sushant Lok",Street Food,150,No,No,No,0,White,Not rated,2,
18441809,OMG Kitchenz,India,Gurgaon,"Opposite Block D-10, Sector 52, Ardee City, Gurgaon",Ardee City,Indian,300,No,No,No,0,White,Not rated,1,
18441835,Friends Fast Food,India,New Delhi,"Shop 27, DDA Market, Hudson Lane, Kingsway Camp, Hudson Lane, GTB Nagar, New Delhi",GTB Nagar,Fast Food,300,No,No,No,0,White,Not rated,2,
18442657,Hunger Tales,India,Noida,"Sector 122, Near, Sector 72, Noida",Sector 72,Indian,500,No,No,No,0,White,Not rated,0,
18442896,Fumble Foods,India,New Delhi,"East End Apartments, Near New Ashok Nagar Metro Station, Mayur Vihar Phase 1, New Delhi",Mayur Vihar Phase 1,Fast Food,150,No,No,No,0,White,Not rated,0,
18444040,Szoun Chinese Food,India,New Delhi,"E-89, BK Dutt Colony, Karbala Market, Lodhi Road, New Delhi",Lodhi Road,Chinese,300,No,No,No,0,White,Not rated,0,
18444299,HSI Food World,India,Gurgaon,"90, Lt. Atul Kataria Marg, Sector 17, Gurgaon",Sector 17,Indian,600,No,No,No,0,White,Not rated,0,
18445248,Chimney - The Takeaway,India,Gurgaon,"C-51, Sector 52, Ardee City, Gurgaon",Ardee City,Indian,500,No,No,No,0,White,Not rated,1,
18445274,Motu N Patlu,India,New Delhi,"Batla House Chowk, Near Jamia Milia Islamia, Opposite Jamia Cooperative Bank, Zakir Nagar, New Delhi",Zakir Nagar,Fast Food,250,No,No,No,0,White,Not rated,0,
18445361,Veg Food Express,India,New Delhi,"D Block, Vivek Vihar, New Delhi",Vivek Vihar,Indian,400,No,No,No,0,White,Not rated,0,
18445631,Kayasthas Food Junction,India,New Delhi,"RZ-46 C/5, Gali 1, Gandhi Market, Main Sagarpur, New Delhi",Palam,Fast Food,200,No,No,No,0,White,Not rated,1,
18445740,Kanha Cake O' Pastry,India,Noida,"Shop GF-17, Block B, Omaxe NRI City Center, Omega II, Greater Noida, Noida",Greater Noida,bakery,250,No,No,No,0,White,Not rated,0,
18445759,Gopal Ji Rasoi Wala,India,New Delhi,"A-75, Opposite Lancer Convent School, Prashant Vihar",Prashant Vihar,Indian,200,No,No,No,0,White,Not rated,2,
18445764,Shalimar Vyanjan,India,New Delhi,"AJ-64/A, Shalimar Bagh, New Delhi",Shalimar Bagh,Indian,400,No,No,No,0,White,Not rated,0,
18445784,Nirvana The Divine Kitchen,India,New Delhi,"B-4, 1st Floor, DDA Market, Keshav Puram, Lawrence Road, New Delhi",Lawrence Road,Indian,700,No,No,No,0,White,Not rated,0,
18445788,Niti Shake & Ice Cream Hub,India,New Delhi,"G-1, Vardhman Market, CSC, BB Block, Shalimar Bagh, New Delhi",Shalimar Bagh,Beverages,400,No,No,No,0,White,Not rated,0,
18445793,Delhi 6 Cafe,India,New Delhi,"C-7/85, Near Mother Dairy, Keshav Puram, Lawrence Road, New Delhi",Lawrence Road,Indian,300,No,No,No,0,White,Not rated,0,
18445798,Tibb's Frankie,India,New Delhi,"Ground Floor, DLF City Centre Mall, Shalimar Bagh, New Delhi","DLF City Centre Mall, Shalimar Bagh",Fast Food,350,No,No,No,0,White,Not rated,2,
18445804,Sikka Chinese Fast Food,India,New Delhi,"A-134, Surajmal Vihar, Near Bharat National School, Anand Vihar, New Delhi",Anand Vihar,Fast Food,300,No,No,No,0,White,Not rated,0,
18446082,Cafí© Kitchen,India,Faridabad,"Shop 65, HUDA Market, Sector 37, Faridabad",Sector 37,Indian,300,No,No,No,0,White,Not rated,0,
18446387,Big Biryani,India,Noida,"Opposite HCL, Sector 127, Noida",Sector 127,Biryani,300,No,No,No,0,White,Not rated,1,
18446388,The Urban Canteen,India,New Delhi,"Shop 13, BP Market, Shalimar Bagh, New Delhi",Shalimar Bagh,Fast Food,300,No,No,No,0,White,Not rated,2,
18446390,New Bhappe Di Hatti,India,New Delhi,"C-79, Jhilmil Colony, Gopaljee Dairy Road, Vivek Vihar, New Delhi",Vivek Vihar,Fast Food,100,No,No,No,0,White,Not rated,0,
18446391,Intermission,India,New Delhi,"Shop 1, D-166, Lajpat Nagar 1, New Delhi",Lajpat Nagar 1,Fast Food,200,No,Yes,No,0,White,Not rated,3,
18446394,UFO,India,New Delhi,"GTB Nagar, New Delhi",GTB Nagar,Fast Food,500,No,Yes,No,0,White,Not rated,2,
18446396,Nirula's Ice Cream,India,New Delhi,"Shop 26, Central Market, Deep Complex, Ashok Vihar Phase 1, New Delhi",Ashok Vihar Phase 1,Desserts,250,No,No,No,0,White,Not rated,0,
18446398,Nirula's Ice Cream,India,New Delhi,"Ground Floor, House 10, Shalimar Bagh, New Delhi",Shalimar Bagh,Desserts,250,No,No,No,0,White,Not rated,1,
18446401,Baba Chaap Wala,India,New Delhi,"Shop 18, BP Market, Club Road, Shalimar Bagh, New Delhi",Shalimar Bagh,Fast Food,350,No,No,No,0,White,Not rated,1,
18446411,Lhasa Thali House,India,New Delhi,"15-16, New Tibetan Camp, Majnu Ka Tila",Majnu ka Tila,Nepalese,300,No,No,No,0,White,Not rated,0,
18446413,Shri Sai Kirpa Food,India,Gurgaon,"Opposite Shiv Mandir, Sector 45, Gurgaon",Sector 45,Indian,400,No,No,No,0,White,Not rated,0,
18446418,Punjabii Tandoor,India,Faridabad,"A-1559, Green Field Colony, Suraj Kund, Faridabad",Suraj Kund,Indian,500,No,No,No,0,White,Not rated,3,
18446419,Lhamo's Kitchen,India,New Delhi,"Block 10, House 7, New Aruna Nagar, Majnu ka Tila, New Delhi",Majnu ka Tila,Nepalese,300,No,No,No,0,White,Not rated,0,
18446423,Al Noor Foods,India,New Delhi,"23, J-Block, Ashok Vihar Phase 1, New Delhi",Ashok Vihar Phase 1,Indian,500,No,No,No,0,White,Not rated,0,
18446424,New Open Restaurant,India,New Delhi,"House 48, Old Camp, New Aruna Nagar, Majnu ka Tila, New Delhi",Majnu ka Tila,"Nepalese, Tibetan",300,No,No,No,0,White,Not rated,0,
18446428,KitchenYard,India,Faridabad,"13/6, Mathura Road, SSR Cooperate Park, Opp NHPC Chowk Metro Station, Sector 31, Faridabad",Sector 31,Indian,300,No,No,No,0,White,Not rated,0,
18446482,Konetto Pizza,India,Gurgaon,"Amenity Block 2, Info City, Old Delhi Gurugram Road, Sector 21, Gurgaon",Sector 21,Pizza,150,No,No,No,0,White,Not rated,0,
18446483,Karim's,India,New Delhi,"Food Capital, Worldmark 1, Aerocity, New Delhi","Worldmark 1, Aerocity",Indian,1000,No,No,No,0,White,Not rated,1,
18446485,Pizza Hut Delivery,India,New Delhi,"Food Capital, Worldmark 1, Aerocity, New Delhi","Worldmark 1, Aerocity",Fast Food,800,No,No,No,0,White,Not rated,0,
18446486,LSK Express,India,New Delhi,"4a/57, Old Rajinder Nagar, New Delhi",Rajinder Nagar,Indian,500,No,Yes,No,0,White,Not rated,1,
18446491,Bikanervala,India,New Delhi,"Level 2, Food Capital, Worldmark 1, Aerocity, New Delhi","Worldmark 1, Aerocity",Fast Food,550,No,No,No,0,White,Not rated,3,
18446496,Parantha on Call,India,New Delhi,"Geeta Colony, New Delhi",Geeta Colony,Indian,100,No,No,No,0,White,Not rated,0,
18446815,Chinese Chaat Corner,India,New Delhi,"A 385, Double Story, A Block, Kalkaji, New Delhi",Kalkaji,Chinese,200,No,No,No,0,White,Not rated,0,
18446867,Swiss Gourmessa,India,New Delhi,"Khasra 361/16, Sultanpur Village, MG Road, New Delhi",MG Road,bakery,500,No,No,No,0,White,Not rated,0,
18447121,Chinese Chilli Sizllers,India,Gurgaon,"Near City Centre Mall, Sector 39, Gurgaon",Sector 39,Chinese,250,No,No,No,0,White,Not rated,0,
18447292,Babu Meat Wala,India,New Delhi,"Ground Floor, MCD Complex, Ashok Nagar, Subhash Nagar, New Delhi",Subhash Nagar,Indian,350,No,No,No,0,White,Not rated,1,
18447302,Wakhra Swag,India,New Delhi,"Shop 93, Near Petroleum, Hari Nagar Ashram, Jangpura, New Delhi",Jangpura,Fast Food,200,No,No,No,0,White,Not rated,0,
18448390,Chaiwaalas,India,Noida,"D Block, Sector 63, Noida",Sector 63,Fast Food,100,No,No,No,0,White,Not rated,0,
18448608,The Saffron Plant Restaurant,India,Noida,"The Club, Amrapali Sapphire, Sector 45, Near Sector 44, Noida",Sector 44,Indian,700,Yes,No,No,0,White,Not rated,0,
18449300,Delicacies,India,Noida,"Paramount Floraville, Sector 137, Near, Sector 132, Noida",Sector 132,bakery,500,No,No,No,0,White,Not rated,1,
18449620,Elements - Mapple Express,India,New Delhi,"A-60, Kailash Colony, New Delhi",Kailash Colony,Indian,1200,Yes,No,No,0,White,Not rated,0,
18449629,Giani,India,New Delhi,"Shop 5, DLF, Near Moti Nagar Metro Station, Moti Nagar, New Delhi",Moti Nagar,Desserts,400,No,No,No,0,White,Not rated,0,
18449634,Peshawari Mehel,India,New Delhi,"Shop 4, Plot 10, LSC, Derawala Nagar, Near Pentamid Hospital, Gujranwala Town, New Delhi",Gujranwala Town,Indian,400,No,No,No,0,White,Not rated,0,
18449638,Roll's World,India,New Delhi,"Opposite Delite Cinema, Asaf Ali Road, Daryaganj, New Delhi",Daryaganj,Fast Food,200,No,No,No,0,White,Not rated,0,
18449639,Pheva Tandooris,India,New Delhi,"Batra Complex, Near UCO Bank, Mukherjee Nagar",Mukherjee Nagar,Indian,300,No,No,No,0,White,Not rated,0,
18449640,Shree Krishna Dhaba,India,New Delhi,"Netaji Subhash Marg, Daryaganj, New Delhi",Daryaganj,Indian,100,No,No,No,0,White,Not rated,0,
18449643,Tea Point,India,New Delhi,"Opposite Batra Cinema Complex, Mukherjee Nagar",Mukherjee Nagar,Fast Food,150,No,No,No,0,White,Not rated,0,
18449646,MK's Chinese Food,India,New Delhi,"Shop 19, A-1 Block, DDA Market, Keshav Puram, Lawrence Road, New Delhi",Lawrence Road,Fast Food,250,No,No,No,0,White,Not rated,0,
18449647,Happy Italiano,India,New Delhi,"Near Batra Cinema, Mukherjee Nagar, New Delhi",Mukherjee Nagar,Fast Food,300,No,No,No,0,White,Not rated,0,
18449651,Hook N Cook,India,New Delhi,"Rzg-1 Nanda Block, Mahavir Enclave, Palam, New Delhi",Palam,Chinese,600,No,No,No,0,White,Not rated,2,
18449652,Delhi 6 Foods,India,New Delhi,"3787, Netaji Subhash Marg, Daryaganj, New Delhi",Daryaganj,Indian,300,No,No,No,0,White,Not rated,0,
18449653,Food Campus,India,New Delhi,"Plot 2706, Main Road, Mukherjee Nagar, New Delhi",Mukherjee Nagar,Indian,100,No,No,No,0,White,Not rated,0,
18449656,The Food Garage,India,Gurgaon,"Shop 65, Near Petrol Pump, Huda Shopping Market, Sector 23A, Sector 23, Gurgaon",Sector 23,Indian,550,No,No,No,0,White,Not rated,2,
18449657,Panj Tara,India,New Delhi,"A-17, Behind Batra Cinema Complex, Mukherjee Nagar, New Delhi",Mukherjee Nagar,Indian,500,No,No,No,0,White,Not rated,0,
18449658,Dilli Rasoi,India,Gurgaon,"Divided Road, Near Pasco Maruti Ltd, Sector 17, Gurgaon",Sector 17,Indian,200,No,No,No,0,White,Not rated,0,
18449661,Taste Zone,India,New Delhi,"Opposite Vardhman Central Mall, Nehru Vihar, Mukherjee Nagar, New Delhi",Mukherjee Nagar,Indian,100,No,No,No,0,White,Not rated,0,
18449662,Lajawaab House Cafe,India,Gurgaon,"25-26, Huda Market, Sector 17, Gurgaon",Sector 17,Indian,500,No,No,No,0,White,Not rated,0,
18449664,Raja Rasoi,India,New Delhi,"Vardhman Central Mall, Nehru Vihar, Mukherjee Nagar, New Delhi",Mukherjee Nagar,Indian,200,No,No,No,0,White,Not rated,0,
18449666,Rustic Flavours,India,Gurgaon,"Shop 18, HUDA Market, Sector 17, Gurgaon",Sector 17,Indian,550,No,No,No,0,White,Not rated,2,
18449667,Taneja Corner,India,New Delhi,"Vardhman Central Mall, Nehru Vihar, Mukherjee Nagar, New Delhi",Mukherjee Nagar,Indian,200,No,No,No,0,White,Not rated,0,
18449785,Krishna Restaurant,India,Gurgaon,"Near PNB ATM, Kaushik Complex, Sukhrali Main Road, Sector 17, Gurgaon",Sector 17,Fast Food,500,No,No,No,0,White,Not rated,1,
18449786,Fresh Fast Food,India,New Delhi,"G-92, Vardhman Central Mall, Nehru Vihar, Mukherjee Nagar, New Delhi",Mukherjee Nagar,Indian,100,No,No,No,0,White,Not rated,0,
18449788,Delhi Chaap Express,India,New Delhi,"Shop 16, Dhaka Mini Market, Parmanand Colony, Mukherjee Nagar, New Delhi",Mukherjee Nagar,Indian,200,No,No,No,0,White,Not rated,3,
18449798,Domino's Pizza,India,New Delhi,"Puran Nagar Main Road, Palam Colony, Palam, New Delhi",Palam,Fast Food,700,No,No,No,0,White,Not rated,1,
18449815,The Street- Curries & Grills,India,Faridabad,"57, EWA, Charmwood Village, Suraj Kund, Faridabad",Suraj Kund,Indian,600,No,No,No,0,White,Not rated,1,
18449816,Pizza King,India,Gurgaon,"2316/31, Chauma Road, Block A, Rajendra Park, Sector 105, Near Palam Vihar, Gurgaon",Palam Vihar,Fast Food,600,No,No,No,0,White,Not rated,1,
18449827,Amit Dhaba,India,New Delhi,"Shop 28, Sudama Market, Moti Nagar, New Delhi",Moti Nagar,Fast Food,200,No,No,No,0,White,Not rated,0,
18449949,Roll Junction,India,New Delhi,"F 205 & 206, Near Akshardham Temple, Pandav Nagar, New Delhi",Pandav Nagar,Indian,150,No,No,No,0,White,Not rated,0,
18450369,Night Munchers,India,Noida,"Sector 19, Noida",Sector 19,Indian,500,No,No,No,0,White,Not rated,1,
18450934,The Grillz & Gravy,India,Faridabad,"3G/1, NIT, Faridabad",NIT,Indian,400,No,No,No,0,White,Not rated,0,
18451091,Goyal Chhole Kulche Wala,India,Noida,"G-48, Udhyog Marg, Sector 6, Near Sector 5",Sector 5,Street Food,100,No,No,No,0,White,Not rated,0,
18451144,Tummyy Tull,India,New Delhi,"Main Market, Moti Nagar, New Delhi",Moti Nagar,Fast Food,200,No,No,No,0,White,Not rated,0,
18451158,Hungerz Hub,India,New Delhi,"8/30, Sanatan Dharm Mandir, Moti Nagar, New Delhi",Moti Nagar,Fast Food,250,No,No,No,0,White,Not rated,0,
18451166,Magic Mo:Mo Corner,India,New Delhi,"Shop 1/20, Sabji Market, Near Metro Station, Moti Nagar, New Delhi",Moti Nagar,Fast Food,250,No,No,No,0,White,Not rated,0,
18451168,Bablu Fast Food,India,Gurgaon,"Shop 5, Opposite Oriental Club, Sector 18, Near Sector 17, Gurgaon",Sector 17,Chinese,300,No,No,No,0,White,Not rated,0,
18451179,Hot & Hot Shudhir Chinese Point,India,New Delhi,"5/8, Moti Nagar, New Delhi",Moti Nagar,Fast Food,300,No,No,No,0,White,Not rated,0,
